	R4_1	R3_3	R3_1	R4_2	R1_4	R2_2	R2_1	R3_4	R4_3	R3_2	R4_4	R2_3	R1_1	R1_2	R2_4	R1_3
OTU06554	0	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0
OTU06555	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU06556	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU06557	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU06558	0	1	0	2	1	0	0	0	0	1	1	0	0	0	3	0
OTU06559	0	1	2	0	10	2	1	0	0	0	2	0	2	3	0	0
OTU06560	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06561	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU06562	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0
OTU06563	0	2	2	0	0	0	0	2	0	0	1	0	0	0	0	0
OTU06564	0	3	3	1	1	0	1	2	2	1	0	1	0	1	2	4
OTU06565	0	1	2	0	1	0	0	0	1	1	0	0	0	0	0	0
OTU06566	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU06567	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU06568	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06569	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU06570	0	2	1	1	0	1	0	0	5	0	0	0	0	2	0	0
OTU06571	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06572	0	2	0	0	0	1	0	0	2	1	2	0	0	0	0	0
OTU06573	0	1	2	2	3	0	1	1	1	1	3	2	1	0	1	1
OTU06574	0	2	0	0	2	0	0	1	0	0	0	1	0	0	0	0
OTU06575	0	2	1	1	0	0	0	3	5	1	1	0	0	0	0	0
OTU06576	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06577	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06578	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06579	0	3	1	3	1	0	2	2	4	1	0	1	2	1	1	4
OTU06580	0	2	0	0	0	0	0	0	1	0	3	0	0	0	0	0
OTU06581	0	1	0	1	2	0	2	0	1	0	2	0	2	2	0	0
OTU06582	0	1	2	5	3	0	0	1	0	2	3	0	1	0	1	2
OTU06583	0	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0
OTU06584	0	1	2	0	1	0	2	1	0	0	0	0	1	0	0	1
OTU06585	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06586	0	1	0	0	3	1	0	0	0	0	0	0	0	1	0	0
OTU06587	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU06588	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	1
OTU06589	0	2	0	2	1	1	0	1	2	2	4	1	1	2	2	0
OTU06590	0	1	0	0	0	0	1	1	0	0	0	0	0	1	2	0
OTU06591	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1
OTU06592	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2
OTU06593	0	7	5	0	12	3	0	2	0	0	27	0	5	3	0	8
OTU06594	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06595	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06596	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06597	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU06598	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU06599	0	2	0	0	2	0	3	1	0	2	4	0	0	2	0	4
OTU06600	0	2	1	1	1	1	1	0	3	0	1	0	1	1	2	0
OTU06601	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU06602	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06603	0	1	0	1	0	0	0	0	0	2	2	1	0	0	0	1
OTU06604	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	2
OTU06605	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU06606	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU06607	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06608	0	2	2	0	3	2	0	1	1	1	0	1	3	8	0	3
OTU06609	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06610	0	2	1	1	1	0	0	0	0	0	1	0	3	0	0	0
OTU06611	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU06612	0	1	1	0	3	1	0	0	1	0	1	1	1	0	0	0
OTU06613	0	2	0	0	1	0	0	0	0	0	1	0	1	0	0	1
OTU06614	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0
OTU06615	0	3	0	0	0	0	0	1	1	0	0	0	0	0	1	0
OTU06616	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0
OTU06617	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU06618	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU06619	0	1	1	0	0	3	3	2	0	1	0	0	1	4	0	0
OTU06620	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU06621	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	1
OTU06622	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1
OTU06623	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06624	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU06625	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU06626	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1
OTU06627	0	1	0	2	0	0	1	1	0	0	1	0	0	1	0	0
OTU06628	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU06629	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
OTU06630	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06631	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06632	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06633	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06634	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0
OTU06635	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU06636	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06637	0	3	1	0	26	3	2	0	0	0	4	0	3	5	1	1
OTU06638	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06639	0	1	1	0	0	1	0	1	1	1	0	0	2	0	0	0
OTU06640	0	1	2	1	1	0	0	2	1	1	1	0	1	0	1	1
OTU06641	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0
OTU06642	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU06643	0	5	2	4	3	3	0	0	2	1	4	0	2	4	1	1
OTU06644	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU06645	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU06646	0	3	2	2	4	0	6	1	1	0	6	0	3	5	4	0
OTU06647	0	2	0	0	2	0	1	0	0	0	1	0	0	1	0	1
OTU06648	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU06649	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU06650	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06651	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU06652	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
OTU06653	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
OTU06654	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06655	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU06656	0	3	2	1	4	1	7	0	2	0	3	2	3	1	1	2
OTU06657	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU06658	0	1	0	1	2	0	0	0	1	0	1	0	1	0	0	0
OTU06659	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0
OTU06660	0	1	3	1	3	1	2	0	1	0	1	0	1	2	2	1
OTU06661	0	2	0	1	1	2	0	0	0	0	0	0	0	1	1	1
OTU06662	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06663	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0
OTU06664	0	2	0	1	0	0	1	0	0	0	2	0	3	2	0	0
OTU06665	0	2	1	0	0	1	0	0	1	1	0	1	1	1	1	1
OTU06666	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU06667	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06668	0	2	0	0	2	1	0	0	0	0	1	0	0	1	0	0
OTU06669	0	2	0	0	2	0	1	1	0	0	0	1	0	0	1	1
OTU06670	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06671	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU06672	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
OTU06673	0	3	1	2	2	2	6	2	3	3	0	1	5	0	1	4
OTU06674	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU06675	0	3	2	1	0	0	0	2	1	2	8	0	0	0	0	0
OTU06676	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0
OTU06677	0	1	1	1	3	0	2	1	1	0	1	1	1	1	0	0
OTU06678	0	3	0	2	0	0	0	0	2	0	0	0	3	1	0	1
OTU06679	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	1
OTU06680	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	2
OTU06681	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
OTU06682	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU06683	0	3	4	1	0	0	1	1	8	2	0	0	0	0	0	1
OTU06684	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU06685	0	1	0	2	1	1	1	2	3	1	1	2	1	0	1	0
OTU06686	0	1	0	0	2	1	0	0	7	0	1	1	1	0	1	0
OTU06687	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU06688	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OTU06689	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU06690	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU06691	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06692	0	1	0	1	0	0	0	2	0	0	1	0	1	0	0	0
OTU06693	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06694	0	1	2	1	3	0	0	0	3	1	1	1	1	2	0	2
OTU06695	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU06696	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06697	0	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0
OTU06698	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU06699	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0
OTU06700	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06701	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06702	0	1	1	1	0	0	2	0	1	0	1	1	0	0	1	0
OTU06703	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0
OTU06704	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06705	0	2	0	0	4	1	0	0	0	0	3	0	0	2	0	0
OTU06706	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0
OTU06707	0	1	0	0	1	0	0	0	1	0	2	1	1	0	0	0
OTU06708	0	1	5	0	10	5	0	0	0	0	5	0	6	8	0	0
OTU06709	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU06710	0	2	0	0	1	2	3	0	4	1	6	0	1	1	1	1
OTU06711	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0
OTU06712	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU06713	0	2	1	1	1	1	0	0	0	0	1	0	0	0	1	1
OTU06714	0	1	0	0	0	0	1	1	0	1	2	0	0	1	0	0
OTU06715	0	1	0	0	1	0	3	1	0	0	0	0	3	0	0	3
OTU06716	0	4	1	1	2	0	2	2	4	2	3	0	1	0	3	3
OTU06717	0	2	3	0	4	0	2	0	0	0	3	0	0	2	0	0
OTU06718	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU06719	0	2	0	1	1	0	0	0	0	1	0	0	0	0	1	0
OTU06720	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06721	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06722	0	5	4	3	6	4	2	0	7	2	1	1	4	5	3	3
OTU06723	0	1	2	0	1	0	5	0	0	0	0	0	0	0	0	0
OTU06724	0	1	0	1	1	0	0	3	1	1	2	1	2	1	2	0
OTU06725	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
OTU06726	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU06727	0	1	1	0	2	0	0	0	0	0	0	0	1	1	0	0
OTU06728	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	2
OTU06729	0	1	5	1	0	0	0	3	2	2	1	0	0	0	0	0
OTU06730	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU06731	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0
OTU06732	0	4	3	0	10	2	0	1	0	0	6	0	1	9	0	1
OTU06733	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06734	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1
OTU06735	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1
OTU06736	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06737	0	2	7	1	0	0	0	1	3	3	10	0	0	0	0	0
OTU06738	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU06739	0	4	1	7	5	4	1	0	1	0	4	1	2	1	2	1
OTU06740	0	1	0	0	0	0	1	0	3	0	1	0	0	1	1	2
OTU06741	0	2	0	0	2	1	4	0	4	0	1	0	3	3	2	3
OTU06742	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06743	0	1	0	0	0	0	1	0	0	0	0	1	0	2	1	0
OTU06744	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	1
OTU06745	0	1	0	1	0	1	0	0	2	0	1	0	0	0	0	1
OTU06746	0	1	0	0	0	0	0	2	1	0	3	0	0	0	0	1
OTU06747	0	1	0	0	0	1	0	7	0	0	0	0	2	0	0	2
OTU06748	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06749	0	2	2	0	1	1	0	0	1	1	1	0	0	0	1	0
OTU06750	0	1	0	0	3	0	0	0	0	1	0	1	0	2	0	2
OTU06751	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06752	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU06753	0	1	1	2	0	1	2	0	2	0	1	0	2	2	3	0
OTU06754	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU06755	0	3	0	2	1	0	1	0	2	0	0	0	1	0	2	1
OTU06756	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU06757	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06758	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06759	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06760	0	2	0	1	4	1	1	1	2	1	5	2	1	2	3	2
OTU06761	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06762	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU06763	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0
OTU06764	0	1	0	1	0	1	1	0	0	1	2	0	3	2	1	3
OTU06765	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1
OTU06766	0	2	1	2	0	0	2	2	3	2	4	0	2	1	0	2
OTU06767	0	1	1	0	0	0	0	0	1	1	0	0	2	2	0	0
OTU06768	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0
OTU06769	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06770	0	2	0	0	1	2	3	2	3	1	2	1	3	3	0	4
OTU06771	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06772	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06773	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0
OTU06774	0	1	0	0	2	1	2	0	0	0	2	0	2	3	0	1
OTU06775	0	2	0	0	2	0	0	0	0	0	2	0	0	1	0	0
OTU06776	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU06777	0	1	0	1	0	0	0	2	1	1	0	0	1	0	1	0
OTU06778	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06779	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06780	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06781	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0
OTU06782	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06783	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06784	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0
OTU06785	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1
OTU06786	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06787	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
OTU06788	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	1
OTU06789	0	1	1	0	0	0	0	1	1	2	0	0	1	0	0	1
OTU06790	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0
OTU06791	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU06792	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06793	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06794	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06795	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU06796	0	2	1	1	2	0	0	0	2	1	2	1	0	2	3	0
OTU06797	0	1	2	0	1	1	1	0	0	0	1	0	4	0	0	0
OTU06798	0	1	3	0	3	1	0	0	0	0	0	0	0	1	0	0
OTU06799	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06800	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06801	0	1	13	1	35	0	0	0	0	0	3	0	1	0	0	3
OTU06802	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06803	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU06804	0	2	5	0	0	1	0	0	0	0	0	0	0	4	0	2
OTU06805	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU06806	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0
OTU06807	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06808	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU06809	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06810	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06811	0	1	1	0	2	0	0	0	0	0	2	0	0	1	0	0
OTU06812	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU06813	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU06814	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0
OTU06815	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU06816	0	3	0	0	0	1	0	0	2	0	1	0	3	0	0	1
OTU06817	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06818	0	4	1	0	0	0	0	0	1	3	1	0	1	0	0	1
OTU06819	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU06820	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	3
OTU06821	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06822	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	1
OTU06823	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0
OTU06824	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1
OTU06825	0	3	2	2	5	1	4	2	4	5	2	2	0	4	1	2
OTU06826	0	2	0	0	2	2	0	0	1	3	1	1	2	0	0	0
OTU06827	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06828	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06829	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06830	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU06831	0	2	0	0	1	1	3	0	1	0	0	1	1	0	2	2
OTU06832	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU06833	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1
OTU06834	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06835	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06836	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0
OTU06837	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0
OTU06838	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0
OTU06839	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06840	0	1	2	0	0	0	0	1	1	0	1	0	0	0	0	0
OTU06841	0	1	3	0	2	1	0	1	0	1	0	0	1	0	0	3
OTU06842	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06843	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06844	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06845	0	1	0	1	1	2	1	0	0	0	0	0	1	0	1	1
OTU06846	0	2	0	0	3	0	0	0	0	1	0	1	2	0	0	2
OTU06847	0	1	0	2	2	0	0	1	1	1	2	0	0	0	1	2
OTU06848	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06849	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0
OTU06850	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0
OTU06851	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU06852	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06853	0	2	0	1	1	0	0	0	1	0	1	0	1	1	1	1
OTU06854	0	2	0	1	2	0	0	0	3	0	4	0	1	2	2	1
OTU06855	0	3	0	0	3	0	0	4	0	0	4	0	2	1	1	0
OTU06856	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06857	0	2	3	0	0	0	1	0	5	1	2	0	0	0	1	0
OTU06858	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0
OTU06859	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU06860	0	1	0	0	0	1	2	0	0	0	2	0	2	0	0	2
OTU06861	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06862	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06863	0	1	0	1	2	1	0	1	1	0	0	0	3	0	2	1
OTU06864	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06865	0	1	0	0	0	1	1	0	0	1	0	2	1	0	0	0
OTU06866	0	1	2	0	3	0	2	0	0	0	1	0	6	2	0	0
OTU06867	0	3	0	0	0	1	0	0	0	0	0	0	2	0	0	0
OTU06868	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0
OTU06869	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU06870	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0
OTU06871	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06872	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06873	0	2	5	0	0	0	0	0	2	0	7	0	0	0	0	0
OTU06874	0	1	2	2	3	3	1	1	2	2	4	0	4	2	1	2
OTU06875	0	2	0	0	2	0	2	0	1	0	1	2	1	1	1	0
OTU06876	0	1	1	0	1	0	0	0	1	0	0	0	1	0	1	2
OTU06877	0	1	1	0	6	0	0	0	1	0	0	0	1	0	0	0
OTU06878	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU06879	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06880	0	1	1	0	2	0	0	0	0	0	1	0	1	1	0	0
OTU06881	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06882	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06883	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU06884	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06885	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0
OTU06886	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0
OTU06887	0	1	2	0	0	0	0	0	0	1	2	0	0	0	0	0
OTU06888	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU06889	0	2	1	0	1	0	0	0	0	0	6	0	0	0	0	0
OTU06890	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0
OTU06891	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0
OTU06892	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0
OTU06893	0	2	1	6	4	2	1	2	0	1	2	1	1	0	4	0
OTU06894	0	1	1	1	3	0	2	1	2	0	2	0	1	4	2	1
OTU06895	0	1	0	0	0	0	1	1	1	2	5	0	1	3	0	2
OTU06896	0	1	0	0	2	0	2	0	5	1	1	1	0	0	0	1
OTU06897	0	4	0	0	0	0	1	1	1	0	0	0	3	0	0	2
OTU06898	0	2	0	1	2	0	0	1	0	1	0	0	1	0	0	1
OTU06899	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU06900	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU06901	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06902	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06903	0	1	1	0	6	0	0	0	0	2	4	1	1	0	1	0
OTU06904	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06905	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06906	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06907	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06908	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU06909	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06910	0	2	0	0	2	0	0	0	0	1	0	1	1	1	0	0
OTU06911	0	2	0	0	0	2	0	0	0	0	0	0	0	1	1	2
OTU06912	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06913	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU06914	0	2	1	2	1	0	0	0	0	1	0	0	0	1	0	0
OTU06915	0	1	0	1	1	0	0	0	2	1	1	0	0	0	0	0
OTU06916	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU06917	0	1	0	0	2	1	2	0	1	0	2	0	2	1	1	1
OTU06918	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06919	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
